PROJECT,TRAINING-RELEASES,TEST-RELEASE,CLASSIFIER,FEATURE-SELECTION,BALANCING,COST-SENSITIVE,%-TRAINING,PRECISION,RECALL,AUC,KAPPA,ACCURACY,TRUE-NEGATIVE,TRUE-POSITIVE,FALSE-POSITIVE,FALSE-NEGATIVE
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,UNDERSAMPLING,SENSITIVE_LEARNING,31.93798449612403,0.42718446601941745,0.9025641025641026,0.46787515762925597,-0.05815129545433057,41.913439635535305,8.0,176.0,236.0,19.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,UNDERSAMPLING,SENSITIVE_THRESHOLD,31.93798449612403,0.42718446601941745,0.9025641025641026,0.4676754939050021,-0.05815129545433057,41.913439635535305,8.0,176.0,236.0,19.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,SMOTE,NO_COST_SENSITIVE,66.59056316590564,0.8627450980392157,0.22564102564102564,0.5934216057166877,0.21272586942704086,64.00911161731207,237.0,44.0,7.0,151.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,SMOTE,SENSITIVE_LEARNING,66.59056316590564,0.8627450980392157,0.22564102564102564,0.5934216057166877,0.21272586942704086,64.00911161731207,237.0,44.0,7.0,151.0
BOOKKEEPER," 4.0.0 4.1.0",4.2.0,IBK,BEST_FIRST,SMOTE,SENSITIVE_THRESHOLD,66.59056316590564,0.8627450980392157,0.22564102564102564,0.5984762505254309,0.21272586942704086,64.00911161731207,237.0,44.0,7.0,151.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,NO_BALANCING,NO_COST_SENSITIVE,69.01408450704226,0.3333333333333333,0.5495495495495496,0.5893644404282702,0.14711384587643977,60.90909090909091,207.0,61.0,122.0,50.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,NO_BALANCING,SENSITIVE_LEARNING,69.01408450704226,0.3333333333333333,0.5495495495495496,0.5893644404282702,0.14711384587643977,60.90909090909091,207.0,61.0,122.0,50.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,NO_BALANCING,SENSITIVE_THRESHOLD,69.01408450704226,0.3333333333333333,0.5495495495495496,0.5893644404282702,0.14711384587643977,60.90909090909091,207.0,61.0,122.0,50.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,NO_COST_SENSITIVE,76.62061636556854,0.3607305936073059,0.7117117117117117,0.6730879815986199,0.21641713776894259,60.90909090909091,189.0,79.0,140.0,32.0
BOOKKEEPER," 4.0.0 4.1.0 4.2.0",4.2.1,IBK,NO_FEATURE_SELECTION,OVERSAMPLING,SENSITIVE_LEARNING,76.62061636556854,0.3607305936073059,0.7117117117117117,0.6730879815986199,0.21641713776894259,60.90909090909091,189.0,79.0,140.0,32.0
