Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,LOCTOUCHED,CHURN,AVGCHURN,MAXCHURN,BUGGY
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\meta\SubscriptionDataManager.java,3,1,159,159,53.0,159,159,159,53.0,159,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\meta\TopicOwnershipManager.java,2,1,100,100,50.0,100,100,100,50.0,100,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\meta\TopicPersistenceManager.java,2,1,96,96,48.0,96,96,96,48.0,96,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\meta\ZkMetadataManagerFactory.java,7,1,841,841,120.14286,841,841,841,120.14286,841,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServer.java,9,3,525,126,14.0,13,163,89,9.888889,13,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServerBean.java,1,1,83,7,7.0,6,8,6,6.0,6,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServerMXBean.java,0,0,63,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\PubSubServerPipelineFactory.java,0,0,76,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\ServerStats.java,1,1,202,11,11.0,8,11,11,11.0,8,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\netty\UmbrellaHandler.java,2,2,155,10,5.0,4,25,7,3.5,2,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\BookkeeperPersistenceManager.java,11,3,1262,652,59.272728,126,948,768,69.818184,126,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\CacheKey.java,0,0,74,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\CacheValue.java,2,2,101,19,9.5,6,31,7,3.5,3,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\CancelScanRequest.java,1,1,27,27,27.0,27,27,27,27.0,27,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\Factory.java,0,0,22,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\LocalDBPersistenceManager.java,3,2,489,11,3.6666667,5,14,8,2.6666667,5,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\MapMethods.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\PersistRequest.java,1,1,59,4,4.0,1,7,1,1.0,1,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\PersistenceManager.java,1,1,99,5,5.0,5,5,5,5.0,5,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\PersistenceManagerWithRangeScan.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\RangeScanRequest.java,0,0,77,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ReadAheadCache.java,7,2,846,246,35.142857,35,390,244,34.857143,35,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ReadAheadCacheBean.java,2,1,64,2,1.0,1,4,0,0.0,0,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ReadAheadCacheMXBean.java,0,0,45,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ScanCallback.java,0,0,63,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ScanCallbackWithContext.java,1,1,54,17,17.0,17,17,17,17.0,17,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\persistence\ScanRequest.java,0,0,64,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ChannelTracker.java,1,1,132,9,9.0,9,10,8,8.0,8,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\HedwigProxy.java,2,1,177,7,3.5,4,9,5,2.5,3,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyCloseSubscriptionHandler.java,1,1,70,70,70.0,70,70,70,70.0,70,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyConfiguration.java,0,0,36,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyConsumeHandler.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyPublishHander.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyStartDeliveryHandler.java,0,0,132,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyStopDeliveryHandler.java,0,0,74,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxySubscribeHandler.java,0,0,83,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\proxy\ProxyUnsubscribeHandler.java,0,0,74,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\HedwigHubClient.java,0,0,48,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\HedwigHubClientFactory.java,1,1,74,20,20.0,9,26,16,16.0,8,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\HedwigHubSubscriber.java,0,0,86,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\regions\RegionManager.java,2,1,355,22,11.0,2,44,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\ssl\SslServerContextFactory.java,0,0,53,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\AbstractSubscriptionManager.java,10,2,798,279,27.9,40,372,256,25.6,38,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\AllToAllTopologyFilter.java,2,1,75,42,21.0,13,48,38,19.0,13,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\InMemorySubscriptionManager.java,5,2,125,60,12.0,20,73,49,9.8,20,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\InMemorySubscriptionState.java,6,2,200,119,19.833334,70,123,115,19.166666,70,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\MMSubscriptionManager.java,4,1,134,134,33.5,134,134,134,33.5,134,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\SubscriptionEventListener.java,0,0,57,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\subscriptions\SubscriptionManager.java,2,1,123,18,9.0,15,21,17,8.5,15,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\AbstractTopicManager.java,1,1,204,4,4.0,4,5,3,3.0,3,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\HubInfo.java,1,1,162,162,162.0,162,162,162,162.0,162,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\HubLoad.java,2,1,130,130,65.0,130,130,130,65.0,130,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\HubServerManager.java,1,1,108,108,108.0,108,108,108,108.0,108,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\MMTopicManager.java,2,1,353,353,176.5,353,353,353,176.5,353,YES
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\TopicManager.java,0,0,80,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\TopicOwnershipChangeListener.java,0,0,28,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\TrivialOwnAllTopicManager.java,0,0,57,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\ZkHubServerManager.java,2,2,306,306,153.0,306,306,306,153.0,306,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\server\topics\ZkTopicManager.java,1,1,340,77,77.0,14,260,166,166.0,51,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\SafeAsynBKCallback.java,0,0,104,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\SafeAsyncCallback.java,0,0,35,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\SafeAsyncZKCallback.java,0,0,98,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\main\java\org\apache\hedwig\zookeeper\ZkUtils.java,1,1,117,38,38.0,37,38,38,38.0,37,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\HelperMethods.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\StubCallback.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\StubScanCallback.java,0,0,57,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\client\TestPubSubClient.java,9,3,688,469,52.11111,216,480,458,50.88889,216,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\client\TestSubAfterCloseSub.java,3,2,198,198,66.0,198,198,198,66.0,198,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\client\netty\TestMultiplexing.java,4,2,430,430,107.5,430,430,430,107.5,430,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\HedwigHubTestBase.java,2,2,172,23,11.5,7,28,22,11.0,7,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\HedwigRegionTestBase.java,4,2,287,48,12.0,13,60,40,10.0,13,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\LoggingExceptionHandler.java,1,1,35,35,35.0,35,35,35,35.0,35,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\PubSubServerStandAloneTestBase.java,4,2,103,43,10.75,15,46,40,10.0,15,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\TestBackwardCompat.java,8,3,1198,1198,149.75,1198,1198,1198,149.75,1198,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\TestPubSubServerStartup.java,3,3,139,18,6.0,8,27,9,3.0,6,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\delivery\StubDeliveryManager.java,5,1,90,29,5.8,9,42,20,4.0,7,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\delivery\TestFIFODeliveryManager.java,2,2,297,297,148.5,297,297,297,148.5,297,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\delivery\TestThrottlingDelivery.java,6,3,231,231,38.5,231,231,231,38.5,231,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\filter\TestMessageFilter.java,4,2,399,399,99.75,399,399,399,99.75,399,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\handlers\TestBaseHandler.java,1,1,116,3,3.0,1,6,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\handlers\TestSubUnsubHandler.java,6,2,178,25,4.1666665,6,38,14,2.3333333,4,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigHub.java,4,2,740,58,14.5,13,102,34,8.5,12,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigHubProxy.java,1,1,36,36,36.0,36,36,36,36.0,36,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigHubRegular.java,1,1,36,36,36.0,36,36,36,36.0,36,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigHubSSL.java,1,1,36,36,36.0,36,36,36,36.0,36,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\integration\TestHedwigRegion.java,4,2,300,38,9.5,15,41,35,8.75,15,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\meta\MetadataManagerFactoryTestCase.java,2,1,79,79,39.5,79,79,79,39.5,79,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\meta\TestFactoryLayout.java,2,2,84,84,42.0,84,84,84,42.0,84,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\meta\TestMetadataManager.java,6,2,365,365,60.833332,365,365,365,60.833332,365,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\meta\TestMetadataManagerFactory.java,5,2,306,306,61.2,306,306,306,61.2,306,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\netty\TestPubSubServer.java,4,3,263,16,4.0,5,30,2,0.5,1,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\netty\TestServerStats.java,4,2,41,41,10.25,41,41,41,10.25,41,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\netty\WriteRecordingChannel.java,0,0,170,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\BookKeeperTestBase.java,4,2,258,24,6.0,13,31,21,5.25,12,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\MessageBoundedPersistenceTest.java,3,2,280,44,14.666667,40,49,39,13.0,39,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\StubPersistenceManager.java,3,2,137,17,5.6666665,6,21,13,4.3333335,5,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\StubScanCallback.java,0,0,48,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManager.java,9,3,801,801,89.0,801,801,801,89.0,801,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookKeeperPersistenceManagerBlackBox.java,1,1,86,12,12.0,6,14,10,10.0,4,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestBookkeeperPersistenceManagerWhiteBox.java,4,3,359,230,57.5,111,240,222,55.5,111,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestDeadlock.java,4,2,269,25,6.25,11,53,17,4.25,6,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestLocalDBPersistenceManagerBlackBox.java,0,0,53,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestPersistenceManagerBlackBox.java,3,3,308,5,1.6666666,1,8,2,0.6666667,1,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheBlackBox.java,0,0,54,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\persistence\TestReadAheadCacheWhiteBox.java,4,3,308,64,16.0,24,88,40,10.0,24,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\StubSubscriptionManager.java,2,1,55,6,3.0,3,9,3,1.5,1,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\TestMMSubscriptionManager.java,4,2,214,214,53.5,214,214,214,53.5,214,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\subscriptions\TestUpdateSubscriptionState.java,2,2,247,4,2.0,1,7,1,0.5,1,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\StubTopicManager.java,0,0,64,0,0.0,0,0,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestConcurrentTopicAcquisition.java,2,2,206,2,1.0,1,4,0,0.0,0,YES
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestHubInfo.java,2,2,62,62,31.0,62,62,62,31.0,62,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestHubLoad.java,2,2,60,60,30.0,60,60,60,30.0,60,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestMMTopicManager.java,2,2,321,321,160.5,321,321,321,160.5,321,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\server\topics\TestZkTopicManager.java,2,2,329,22,11.0,8,30,14,7.0,7,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\zookeeper\TestZkUtils.java,1,1,47,1,1.0,1,2,0,0.0,0,NO
4.2.0,hedwig-server\src\test\java\org\apache\hedwig\zookeeper\ZooKeeperTestBase.java,1,1,94,2,2.0,1,2,2,2.0,1,YES
4.2.1,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchBookie.java,0,0,215,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchReadThroughputLatency.java,0,0,271,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\BenchThroughputLatency.java,0,0,458,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\MySqlClient.java,0,0,137,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-benchmark\src\main\java\org\apache\bookkeeper\benchmark\TestClient.java,0,0,357,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-benchmark\src\test\java\org\apache\bookkeeper\benchmark\TestBenchmark.java,0,0,163,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Bookie.java,1,1,1243,1,1.0,1,1,1,1.0,1,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieBean.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieException.java,0,0,154,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieMXBean.java,0,0,31,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BookieShell.java,0,0,928,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\BufferedChannel.java,0,0,180,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Cookie.java,0,0,260,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\EntryLogger.java,0,0,551,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ExitCode.java,0,0,40,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\FileInfo.java,1,1,367,6,6.0,5,6,6,6.0,5,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\FileSystemUpgrade.java,0,0,388,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\GarbageCollector.java,0,0,51,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\GarbageCollectorThread.java,0,0,577,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\HandleFactory.java,0,0,32,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\HandleFactoryImpl.java,0,0,66,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\InterleavedLedgerStorage.java,1,1,188,1,1.0,1,2,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\Journal.java,0,0,582,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\JournalChannel.java,0,0,158,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCache.java,0,0,50,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheBean.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheImpl.java,1,1,935,11,11.0,11,15,7,7.0,7,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerCacheMXBean.java,0,0,60,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptor.java,0,0,62,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorImpl.java,0,0,87,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDescriptorReadOnlyImpl.java,0,0,52,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerDirsManager.java,0,0,268,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerEntryPage.java,0,0,163,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\LedgerStorage.java,0,0,109,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\MarkerFileChannel.java,0,0,147,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ReadOnlyEntryLogger.java,0,0,58,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ReadOnlyFileInfo.java,0,0,44,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\bookie\ScanAndCompareGarbageCollector.java,0,0,108,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\AsyncCallback.java,0,0,139,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BKException.java,0,0,326,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookKeeper.java,0,0,648,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookKeeperAdmin.java,0,0,778,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\BookieWatcher.java,0,0,314,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\CRC32DigestManager.java,0,0,55,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\DigestManager.java,0,0,191,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\DistributionSchedule.java,0,0,90,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerChecker.java,0,0,273,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerCreateOp.java,0,0,137,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerDeleteOp.java,0,0,79,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerEntry.java,0,0,82,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerFragment.java,0,0,147,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerFragmentReplicator.java,0,0,422,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerHandle.java,0,0,978,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerMetadata.java,0,0,467,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerOpenOp.java,0,0,189,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerRecoveryOp.java,0,0,153,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\MacDigestManager.java,0,0,84,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\PendingAddOp.java,0,0,182,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\PendingReadOp.java,0,0,358,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\ReadLastConfirmedOp.java,0,0,126,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\ReadOnlyLedgerHandle.java,0,0,106,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\RoundRobinDistributionSchedule.java,0,0,109,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\SyncCounter.java,0,0,85,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\AbstractConfiguration.java,0,0,236,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\ClientConfiguration.java,0,0,314,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\ServerConfiguration.java,2,1,697,9,4.5,3,15,3,1.5,2,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\jmx\BKMBeanInfo.java,0,0,27,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\jmx\BKMBeanRegistry.java,0,0,89,0,0.0,0,0,0,0.0,0,NO
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\AbstractZkLedgerManager.java,0,0,301,0,0.0,0,0,0,0.0,0,YES
4.2.1,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\FlatLedgerManager.java,0,0,153,0,0.0,0,0,0,0.0,0,YES
