Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,LOCTOUCHED,CHURN,AVGCHURN,MAXCHURN,BUGGY
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerEntry.java,0,0,84,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerHandle.java,9,3,905,212,23.555555,29,281,193,21.444445,26,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerMetadata.java,5,3,312,65,13.0,49,66,64,12.8,49,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerOpenOp.java,1,1,171,5,5.0,4,8,6,6.0,4,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\LedgerRecoveryOp.java,6,3,153,29,4.8333335,16,101,79,13.166667,58,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\MacDigestManager.java,1,1,84,26,26.0,18,35,27,27.0,17,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\PendingAddOp.java,2,2,169,5,2.5,4,6,4,2.0,4,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\PendingReadOp.java,3,2,189,17,5.6666665,15,18,16,5.3333335,15,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\ReadLastConfirmedOp.java,5,2,127,43,8.6,14,62,34,6.8,12,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\ReadOnlyLedgerHandle.java,1,1,79,2,2.0,2,3,1,1.0,1,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\RoundRobinDistributionSchedule.java,1,1,90,25,25.0,12,47,37,37.0,12,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\client\SyncCounter.java,0,0,85,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\AbstractConfiguration.java,2,2,113,10,5.0,9,12,10,5.0,9,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\ClientConfiguration.java,3,2,276,61,20.333334,48,62,60,20.0,48,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\conf\ServerConfiguration.java,6,2,549,180,30.0,126,188,174,29.0,126,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\jmx\BKMBeanInfo.java,1,1,27,27,27.0,27,27,27,27.0,27,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\jmx\BKMBeanRegistry.java,2,1,88,88,44.0,88,88,88,44.0,88,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\AbstractZkLedgerManager.java,4,3,283,36,9.0,21,42,32,8.0,21,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\FlatLedgerManager.java,2,2,175,12,6.0,3,42,30,15.0,22,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\HierarchicalLedgerManager.java,4,2,507,29,7.25,5,65,43,10.75,22,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerLayout.java,1,1,209,5,5.0,5,5,5,5.0,5,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerManager.java,1,1,147,5,5.0,2,7,3,3.0,2,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\LedgerManagerFactory.java,1,1,98,1,1.0,1,2,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\meta\SnapshotMap.java,1,1,132,132,132.0,132,132,132,132.0,132,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BKStats.java,1,1,236,236,236.0,236,236,236,236.0,236,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieClient.java,3,2,227,49,16.333334,22,52,46,15.333333,22,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieProtocol.java,3,2,172,19,6.3333335,19,20,18,6.0,18,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieServer.java,9,2,507,149,16.555555,27,184,132,14.666667,27,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieServerBean.java,1,1,90,90,90.0,90,90,90,90.0,90,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookieServerMXBean.java,1,1,58,58,58.0,58,58,58,58.0,58,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\BookkeeperInternalCallbacks.java,0,0,132,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\NIOServerFactory.java,4,1,529,7,1.75,3,18,8,2.0,4,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\PerChannelBookieClient.java,10,3,694,130,13.0,36,169,113,11.3,36,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\proto\ServerStats.java,0,0,148,0,0.0,0,0,0,0.0,0,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\streaming\LedgerInputStream.java,0,0,174,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\streaming\LedgerOutputStream.java,0,0,148,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\tools\BookKeeperTools.java,1,1,92,2,2.0,1,4,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\HardLink.java,2,1,665,665,332.5,665,665,665,332.5,665,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\IOUtils.java,1,1,55,55,55.0,55,55,55,55.0,55,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\LocalBookKeeper.java,3,2,256,42,14.0,24,62,40,13.333333,21,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\Main.java,0,0,54,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\MathUtils.java,0,0,38,0,0.0,0,0,0,0.0,0,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\OrderedSafeExecutor.java,0,0,98,0,0.0,0,0,0,0.0,0,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\SafeRunnable.java,0,0,39,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\StringUtils.java,0,0,69,0,0.0,0,0,0,0.0,0,YES
4.1.0,bookkeeper-server\src\main\java\org\apache\bookkeeper\util\ZkUtils.java,0,0,94,0,0.0,0,0,0,0.0,0,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\BookieJournalTest.java,9,3,582,582,64.666664,582,582,582,64.666664,582,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\CompactionTest.java,3,2,319,319,106.333336,319,319,319,106.333336,319,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\CookieTest.java,2,1,321,321,160.5,321,321,321,160.5,321,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\EntryLogTest.java,8,3,183,109,13.625,82,125,97,12.125,81,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\LedgerCacheTest.java,3,2,210,210,70.0,210,210,210,70.0,210,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\bookie\UpgradeTest.java,5,3,249,249,49.8,249,249,249,49.8,249,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookKeeperTest.java,1,1,88,88,88.0,88,88,88,88.0,88,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookKeeperTestClient.java,0,0,71,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookieRecoveryTest.java,6,2,734,160,26.666666,134,203,177,29.5,134,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\BookieThrottleTest.java,1,1,127,127,127.0,127,127,127,127.0,127,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\ClientUtil.java,1,1,30,30,30.0,30,30,30,30.0,30,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestFencing.java,4,3,380,47,11.75,31,59,41,10.25,31,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\client\TestReadTimeout.java,3,2,101,101,33.666668,101,101,101,33.666668,101,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\GcLedgersTest.java,1,1,167,167,167.0,167,167,167,167.0,167,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\HierarchicalAsyncLedgerOpsTest.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\HierarchicalBookieFailureTest.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\HierarchicalBookieReadWriteTest.java,0,0,47,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\HierarchicalBookieRecoveryTest.java,0,0,46,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\HierarchicalLedgerDeleteTest.java,1,1,43,0,0.0,0,4,4,4.0,4,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\LedgerLayoutTest.java,1,1,134,3,3.0,1,8,2,2.0,1,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\LedgerManagerTestCase.java,1,1,77,77,77.0,77,77,77,77.0,77,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\meta\TestLedgerManager.java,1,1,261,4,4.0,1,8,0,0.0,0,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\proto\TestProtoVersions.java,1,1,113,1,1.0,1,2,0,0.0,0,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\AsyncLedgerOpsTest.java,0,0,258,0,0.0,0,0,0,0.0,0,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BaseTestCase.java,7,2,49,4,0.5714286,1,216,208,29.714285,170,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BookKeeperClusterTestCase.java,3,2,339,339,113.0,339,339,339,113.0,339,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BookieClientTest.java,2,1,243,15,7.5,2,29,1,0.5,1,NO
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BookieFailureTest.java,2,2,358,69,34.5,35,85,67,33.5,32,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BookieJournalRollingTest.java,3,2,259,55,18.333334,37,70,48,16.0,37,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BookieReadWriteTest.java,2,1,1167,129,64.5,90,131,127,63.5,90,YES
4.1.0,bookkeeper-server\src\test\java\org\apache\bookkeeper\test\BookieZKExpireTest.java,2,2,92,5,2.5,2,10,2,1.0,1,YES
