@relation WalkForward_1_BOOKKEEPER_TRAINING-SET_R[4.1.0]-weka.filters.unsupervised.attribute.Remove-R2

@attribute Version {4.0.0,4.1.0}
@attribute NR numeric
@attribute NAUTHORS numeric
@attribute LOC numeric
@attribute LOC_ADDED numeric
@attribute AVGLOCADDED numeric
@attribute MAXLOCADDED numeric
@attribute LOCTOUCHED numeric
@attribute CHURN numeric
@attribute AVGCHURN numeric
@attribute MAXCHURN numeric
@attribute NPBM numeric
@attribute NPVM numeric
@attribute NSM numeric
@attribute NAM numeric
@attribute LOCM numeric
@attribute BUGGY {YES,NO}

@data
4.0.0,3,3,132,139,46.333332,75,146,75,25,75,2,1,0,3,48,NO
4.0.0,8,3,533,556,69.5,521,579,14,1.75,7,19,5,0,24,101,NO
4.0.0,9,3,603,683,75.888885,573,763,34,3.777778,11,15,1,0,16,119,YES
4.0.0,1,1,148,148,148,148,148,0,0,0,20,0,4,22,13,YES
4.0.0,3,2,174,184,61.333332,173,194,1,0.333333,1,4,1,0,5,54,NO
4.0.0,3,2,148,158,52.666668,147,168,1,0.333333,1,5,1,0,6,47,NO
4.0.0,6,3,92,834,139,763,1576,679,113.166664,675,1,0,1,1,38,NO
4.0.0,6,3,234,438,73,209,642,25,4.166666,23,3,4,3,7,35,YES
4.0.0,3,3,54,59,19.666666,54,64,0,0,0,1,0,2,2,21,NO
4.0.0,2,2,38,43,21.5,38,48,0,0,0,1,0,1,1,18,NO
4.0.0,2,2,98,102,51,98,106,0,0,0,3,0,0,3,37,NO
4.0.0,3,2,39,49,16.333334,38,59,1,0.333333,1,2,0,0,2,15,NO
4.0.0,3,3,69,98,32.666668,94,127,25,8.333333,25,3,0,3,3,29,NO
4.0.0,1,1,94,94,94,94,94,0,0,0,3,0,1,3,41,NO
4.0.0,1,1,72,72,72,72,72,0,0,0,3,0,0,3,32,NO
4.0.0,1,1,42,42,42,42,42,0,0,0,3,0,0,3,31,NO
4.0.0,3,2,48,56,18.666666,48,64,0,0,0,1,0,0,1,33,NO
4.0.0,2,2,63,67,33.5,63,71,0,0,0,2,0,0,2,43,NO
4.0.0,2,2,237,257,128.5,237,277,0,0,0,11,0,0,11,175,YES
4.0.0,3,2,133,139,46.333332,133,145,0,0,0,4,0,0,4,21,YES
4.0.0,4,2,137,150,37.5,136,163,1,0.25,1,3,0,0,3,22,YES
4.0.0,3,2,177,181,60.333332,176,185,1,0.333333,1,8,2,1,10,28,YES
4.0.0,2,2,46,47,23.5,46,48,0,0,0,0,0,0,0,16,NO
4.0.0,5,3,128,137,27.4,127,146,1,0.2,1,2,0,2,3,22,NO
4.0.0,3,2,149,152,50.666668,148,155,1,0.333333,1,12,0,0,13,60,NO
4.0.0,2,2,58,59,29.5,58,60,0,0,0,1,0,0,1,26,NO
4.0.0,2,2,149,152,76,149,155,0,0,0,2,0,0,2,55,NO
4.0.0,2,2,74,78,39,74,82,0,0,0,5,0,0,5,20,NO
4.0.0,1,1,37,37,37,37,37,0,0,0,0,0,0,0,20,NO
4.0.0,2,2,38,40,20,38,42,0,0,0,0,0,0,0,21,NO
4.0.0,2,2,39,40,20,39,41,0,0,0,0,0,0,0,21,NO
4.0.0,4,2,96,107,26.75,95,118,1,0.25,1,3,0,0,3,34,NO
4.0.0,3,2,88,91,30.333334,87,94,1,0.333333,1,4,0,0,4,34,NO
4.0.0,4,2,71,78,19.5,70,85,1,0.25,1,1,0,0,1,24,NO
4.0.0,4,2,114,123,30.75,113,132,1,0.25,1,3,1,0,4,39,YES
4.0.0,6,3,336,414,69,329,492,7,1.166667,3,5,0,0,7,144,YES
4.0.0,4,2,84,93,23.25,83,102,1,0.25,1,1,0,0,1,28,NO
4.0.0,3,2,58,63,21,58,68,0,0,0,1,0,0,1,18,NO
4.0.0,4,2,123,130,32.5,122,137,1,0.25,1,1,0,0,1,47,YES
4.0.0,1,1,369,369,369,369,369,0,0,0,16,1,4,19,139,YES
4.0.0,5,2,231,243,48.6,224,255,7,1.4,6,3,0,0,5,86,YES
4.0.0,4,2,586,645,161.25,585,704,1,0.25,1,21,3,0,29,170,YES
4.0.0,5,2,366,390,78,365,414,1,0.2,1,9,0,0,9,128,YES
4.0.0,4,2,99,108,27,98,117,1,0.25,1,1,0,0,1,36,YES
4.0.0,1,1,41,41,41,41,41,0,0,0,0,0,0,1,16,NO
4.0.0,2,2,66,79,39.5,65,92,1,0.5,1,5,0,0,7,18,NO
4.0.0,3,3,54,55,18.333334,45,56,9,3,9,2,0,0,2,24,NO
4.0.0,2,2,47,51,25.5,47,55,0,0,0,2,0,0,2,31,NO
4.0.0,4,3,183,203,50.75,185,223,2,0.5,2,15,1,7,16,59,NO
4.0.0,1,1,49,49,49,49,49,0,0,0,2,0,2,2,15,NO
4.0.0,1,1,50,50,50,50,50,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,98,100,50,97,102,1,0.5,1,4,0,2,5,15,NO
4.0.0,1,1,138,138,138,138,138,0,0,0,9,0,1,9,46,YES
4.0.0,1,1,43,43,43,43,43,0,0,0,3,0,2,3,15,NO
4.0.0,1,1,42,42,42,42,42,0,0,0,2,0,0,2,15,NO
4.0.0,1,1,56,56,56,56,56,0,0,0,3,0,3,3,19,YES
4.0.0,2,2,162,163,81.5,162,164,0,0,0,4,0,1,4,25,NO
4.0.0,2,2,6367,12222,6111,6127,18077,272,136,272,432,28,66,460,146,NO
4.0.0,2,2,153,155,77.5,153,157,0,0,0,6,0,6,6,30,NO
4.0.0,1,1,43,43,43,43,43,0,0,0,2,0,2,2,18,YES
4.0.0,2,2,41,42,21,41,43,0,0,0,2,0,2,2,19,NO
4.0.0,3,2,105,155,51.666668,104,205,1,0.333333,1,3,0,0,5,17,NO
4.0.0,5,3,105,148,29.6,103,191,2,0.4,1,3,0,1,3,15,NO
4.0.0,4,3,92,126,31.5,91,160,1,0.25,1,3,0,1,3,15,NO
4.0.0,3,2,101,151,50.333332,100,201,1,0.333333,1,3,0,1,3,18,NO
4.0.0,1,1,45,45,45,45,45,0,0,0,1,0,1,1,17,NO
4.0.0,2,2,289,290,145,289,291,0,0,0,33,0,0,37,50,NO
4.0.0,2,2,32,35,17.5,31,38,1,0.5,1,1,0,0,1,15,YES
4.0.0,1,1,111,111,111,111,111,0,0,0,5,0,0,7,18,NO
4.0.0,2,2,35,36,18,35,37,0,0,0,0,0,0,0,17,NO
4.0.0,1,1,81,81,81,81,81,0,0,0,5,0,0,5,16,YES
4.0.0,1,1,27,27,27,27,27,0,0,0,3,0,0,3,15,NO
4.0.0,1,1,28,28,28,28,28,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,29,30,15,29,31,0,0,0,2,0,0,2,15,YES
4.0.0,4,3,566,600,150,561,634,5,1.25,4,26,0,0,33,147,YES
4.0.0,2,2,64,80,40,64,96,0,0,0,4,0,0,4,15,NO
4.0.0,2,2,29,30,15,29,31,0,0,0,1,0,0,1,19,NO
4.0.0,2,2,64,65,32.5,64,66,0,0,0,3,0,0,3,15,NO
4.0.0,2,2,37,40,20,37,43,0,0,0,1,0,0,1,23,NO
4.0.0,2,2,68,79,39.5,68,90,0,0,0,3,0,0,3,15,NO
4.0.0,3,2,154,165,55,153,176,1,0.333333,1,4,0,0,4,30,NO
4.0.0,2,2,72,73,36.5,72,74,0,0,0,3,0,0,3,15,NO
4.0.0,6,3,385,400,66.666664,364,415,21,3.5,14,6,0,2,12,67,YES
4.0.0,2,2,76,78,39,76,80,0,0,0,1,0,0,1,29,NO
4.0.0,3,2,159,163,54.333332,158,167,1,0.333333,1,7,0,1,7,29,NO
4.0.0,3,2,737,886,295.33334,736,1035,1,0.333333,1,23,2,0,28,117,YES
4.0.0,2,2,74,76,38,74,78,0,0,0,5,0,0,5,17,NO
4.0.0,3,2,94,97,32.333332,93,100,1,0.333333,1,6,0,0,6,21,NO
4.0.0,1,1,22,22,22,22,22,0,0,0,1,0,0,1,15,NO
4.0.0,3,2,427,439,146.33333,426,451,1,0.333333,1,9,5,1,16,59,YES
4.0.0,1,1,62,62,62,62,62,0,0,0,0,0,0,0,15,NO
4.0.0,2,2,58,59,29.5,58,60,0,0,0,4,0,0,4,19,NO
4.0.0,2,2,91,96,48,91,101,0,0,0,6,0,0,6,63,NO
4.0.0,2,2,27,28,14,27,29,0,0,0,1,0,0,1,19,NO
4.0.0,2,2,77,79,39.5,77,81,0,0,0,6,0,0,6,27,NO
4.0.0,3,2,704,742,247.33333,703,780,1,0.333333,1,22,1,0,29,232,YES
4.0.0,2,2,63,67,33.5,63,71,0,0,0,3,0,0,3,39,NO
4.0.0,1,1,37,37,37,37,37,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,64,65,32.5,64,66,0,0,0,4,0,0,4,26,NO
4.0.0,2,2,124,127,63.5,124,130,0,0,0,7,0,0,7,17,NO
4.0.0,4,2,160,167,41.75,159,174,1,0.25,1,5,0,1,7,21,YES
4.0.0,2,2,36,41,20.5,36,46,0,0,0,2,0,0,2,16,YES
4.0.0,2,2,58,60,30,57,62,1,0.5,1,1,0,0,1,16,NO
4.0.0,1,1,62,62,62,62,62,0,0,0,3,0,0,3,15,NO
4.0.0,4,2,130,142,35.5,129,154,1,0.25,1,3,0,0,3,30,YES
4.0.0,2,2,74,76,38,73,78,1,0.5,1,1,0,0,1,19,YES
4.0.0,3,2,83,86,28.666666,82,89,1,0.333333,1,4,0,0,4,15,NO
4.0.0,1,1,74,74,74,74,74,0,0,0,3,0,0,3,18,NO
4.0.0,2,2,48,50,25,48,52,0,0,0,0,0,0,0,26,NO
4.0.0,2,2,60,61,30.5,60,62,0,0,0,1,0,0,2,24,NO
4.0.0,3,2,70,76,25.333334,70,82,0,0,0,4,0,0,4,23,NO
4.0.0,4,2,183,202,50.5,180,221,3,0.75,3,12,0,0,12,24,YES
4.0.0,1,1,53,53,53,53,53,0,0,0,0,0,0,1,18,NO
4.0.0,4,2,452,472,118,450,492,2,0.5,1,22,2,0,28,78,YES
4.0.0,1,1,39,39,39,39,39,0,0,0,1,0,0,1,15,NO
4.0.0,2,2,78,82,41,78,86,0,0,0,1,0,0,5,21,NO
4.0.0,2,2,64,65,32.5,64,66,0,0,0,3,0,0,3,23,YES
4.0.0,2,2,31,32,16,31,33,0,0,0,1,0,0,1,20,NO
4.0.0,2,2,57,61,30.5,57,65,0,0,0,2,0,0,2,40,NO
4.0.0,2,2,104,111,55.5,104,118,0,0,0,6,0,0,6,76,YES
4.0.0,1,1,32,32,32,32,32,0,0,0,2,0,1,2,15,YES
4.0.0,3,2,227,279,93,226,331,1,0.333333,1,5,3,0,12,15,NO
4.0.0,4,3,197,208,52,187,219,10,2.5,9,12,1,0,16,39,YES
4.0.0,2,2,75,81,40.5,75,87,0,0,0,3,0,0,3,51,YES
4.0.0,1,1,28,28,28,28,28,0,0,0,2,0,0,2,15,NO
4.0.0,2,2,52,54,27,52,56,0,0,0,0,0,0,2,16,YES
4.0.0,3,2,429,506,168.66667,428,583,1,0.333333,1,18,0,0,20,45,YES
4.0.0,2,2,104,134,67,104,164,0,0,0,10,0,0,10,15,NO
4.0.0,1,1,35,35,35,35,35,0,0,0,1,0,2,2,15,YES
4.0.0,2,2,98,99,49.5,98,100,0,0,0,12,0,0,12,15,NO
4.0.0,3,2,79,94,31.333334,78,109,1,0.333333,1,4,0,2,4,20,NO
4.1.0,3,1,215,50,16.666666,40,62,38,12.666667,32,6,1,2,7,21,NO
4.1.0,2,1,271,24,12,24,37,11,5.5,11,5,2,3,7,17,NO
4.1.0,4,3,447,103,25.75,80,184,30,7.5,25,11,3,3,14,28,NO
4.1.0,0,0,137,0,0,0,0,0,0,0,2,0,1,2,33,NO
4.1.0,2,2,368,305,152.5,294,486,124,62,123,6,0,1,6,29,NO
4.1.0,20,3,764,580,29,106,1422,612,30.6,327,25,7,4,34,165,NO
4.1.0,2,2,51,1,0.5,1,3,1,0.5,1,3,0,0,3,18,NO
4.1.0,2,2,150,63,31.5,58,68,58,29,53,4,0,1,4,16,NO
4.1.0,2,2,31,0,0,0,2,2,1,2,1,0,0,1,21,NO
4.1.0,0,0,180,0,0,0,0,0,0,0,8,0,0,8,40,NO
4.1.0,2,1,196,7,3.5,7,13,1,0.5,1,2,2,5,7,28,NO
4.1.0,12,3,473,375,31.25,253,748,282,23.5,129,4,6,0,15,117,NO
4.1.0,1,1,40,0,0,0,0,0,0,0,0,0,0,0,25,NO
4.1.0,4,1,255,130,32.5,79,209,51,12.75,20,9,4,1,13,44,NO
4.1.0,4,3,379,241,60.25,228,263,219,54.75,211,7,6,9,13,29,NO
4.1.0,7,3,509,167,23.857143,126,203,163,23.285715,124,14,4,1,20,118,NO
4.1.0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,16,NO
4.1.0,2,1,66,5,2.5,5,13,3,1.5,3,2,0,0,2,16,NO
4.1.0,4,2,187,28,7,20,52,8,2,5,12,0,0,12,41,NO
4.1.0,3,2,576,39,13,33,52,26,8.666667,22,14,2,2,23,159,NO
4.1.0,3,1,158,4,1.333333,3,7,1,0.333333,1,1,0,0,1,28,NO
4.1.0,8,2,46,128,16,92,761,579,72.375,531,0,0,0,0,21,NO
4.1.0,2,1,27,1,0.5,1,54,52,26,52,0,0,0,0,18,NO
4.1.0,9,3,788,130,14.444445,47,184,76,8.444445,28,24,12,3,37,119,NO
4.1.0,1,1,60,0,0,0,0,0,0,0,7,0,0,7,39,NO
4.1.0,5,1,62,74,14.8,36,235,159,31.8,88,0,0,2,8,20,NO
4.1.0,2,1,88,5,2.5,5,35,25,12.5,25,1,0,0,1,20,NO
4.1.0,2,1,52,2,1,2,5,1,0.5,1,0,0,0,0,20,NO
4.1.0,2,2,163,9,4.5,6,12,6,3,4,15,1,0,16,24,NO
4.1.0,1,1,91,0,0,0,0,0,0,0,0,0,0,0,58,NO
4.1.0,0,0,147,0,0,0,0,0,0,0,16,0,0,17,37,NO
4.1.0,1,1,139,12,12,12,22,2,2,2,1,0,0,1,86,NO
4.1.0,1,1,282,11,11,11,11,11,11,11,4,0,2,4,27,NO
4.1.0,8,3,582,152,19,106,270,116,14.5,68,16,0,0,17,278,NO
4.1.0,6,2,800,91,15.166667,73,110,72,12,62,16,8,0,25,332,NO
4.1.0,5,1,216,19,3.8,9,27,11,2.2,7,11,0,0,11,50,NO
4.1.0,1,1,55,9,9,9,13,5,5,5,0,0,0,1,15,NO
4.1.0,3,2,184,8,2.666667,4,17,3,1,2,1,3,1,8,37,NO
4.1.0,1,1,65,13,13,13,22,4,4,4,4,0,0,4,44,NO
4.1.0,2,1,150,26,13,25,59,7,3.5,7,2,0,0,2,54,NO
4.1.0,0,0,81,0,0,0,0,0,0,0,2,0,0,2,40,NO
4.1.0,0,0,84,0,0,0,0,0,0,0,5,0,0,5,26,NO
4.1.0,9,3,905,221,24.555555,95,299,143,15.888889,65,31,1,0,33,242,NO
4.1.0,5,3,312,70,14,44,76,64,12.8,44,4,0,1,5,85,NO
4.1.0,1,1,171,5,5,5,8,2,2,2,5,0,0,5,42,NO
4.1.0,6,3,153,30,5,19,103,49,8.166667,46,5,1,0,6,38,NO
4.1.0,1,1,84,26,26,26,35,17,17,17,0,0,1,2,15,NO
4.1.0,2,2,169,5,2.5,4,6,4,2,4,1,0,0,1,36,NO
4.1.0,3,2,189,17,5.666666,15,18,16,5.333334,15,5,1,0,6,34,NO
4.1.0,5,2,127,59,11.8,37,94,24,4.8,14,4,0,0,4,25,NO
4.1.0,1,1,79,2,2,2,3,1,1,1,6,0,0,6,23,NO
4.1.0,1,1,90,25,25,25,47,3,3,3,4,0,0,4,25,NO
4.1.0,0,0,85,0,0,0,0,0,0,0,0,0,0,4,19,NO
4.1.0,2,2,113,10,5,10,12,10,5,9,7,0,0,7,53,NO
4.1.0,3,2,276,61,20.333334,30,62,60,20,30,16,0,0,16,145,NO
4.1.0,6,2,549,182,30.333334,110,192,182,30.333334,110,41,0,0,41,251,NO
4.1.0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,18,NO
4.1.0,2,1,88,5,2.5,5,6,4,2,4,1,0,1,4,33,NO
4.1.0,4,3,283,36,9,23,42,30,7.5,23,5,1,0,10,93,NO
4.1.0,2,2,175,12,6,7,42,24,12,21,9,0,0,9,48,NO
4.1.0,4,2,507,29,7.25,15,65,25,6.25,16,20,5,0,26,140,NO
4.1.0,1,1,209,5,5,5,5,5,5,5,7,2,2,9,58,NO
4.1.0,1,1,147,5,5,5,7,3,3,3,10,0,0,10,100,NO
4.1.0,1,1,98,1,1,1,2,0,0,0,1,0,1,1,32,NO
4.1.0,1,1,132,0,0,0,0,0,0,0,3,0,0,3,47,NO
4.1.0,1,1,236,0,0,0,0,0,0,0,16,0,1,16,70,NO
4.1.0,3,2,227,49,16.333334,26,52,46,15.333333,26,12,0,1,16,26,NO
4.1.0,3,2,172,20,6.666666,10,22,18,6,8,0,0,1,1,85,NO
4.1.0,9,2,507,153,17,61,192,114,12.666667,59,13,4,4,20,54,NO
4.1.0,1,1,90,0,0,0,0,0,0,0,8,0,0,8,18,NO
4.1.0,1,1,58,0,0,0,0,0,0,0,6,0,0,6,36,NO
4.1.0,0,0,132,0,0,0,0,0,0,0,2,1,0,3,48,NO
4.1.0,4,1,529,9,2.25,5,22,4,1,3,19,5,0,24,101,NO
4.1.0,10,3,694,193,19.3,48,295,107,10.7,43,18,1,0,19,122,NO
4.1.0,0,0,148,0,0,0,0,0,0,0,20,0,4,22,13,NO
4.1.0,0,0,174,0,0,0,0,0,0,0,4,1,0,5,54,NO
4.1.0,0,0,148,0,0,0,0,0,0,0,5,1,0,6,47,NO
4.1.0,1,1,92,2,2,2,4,0,0,0,1,0,1,1,38,NO
4.1.0,2,1,665,1,0.5,1,2,0,0,0,6,2,9,16,221,NO
4.1.0,1,1,55,0,0,0,0,0,0,0,1,0,1,1,28,NO
4.1.0,5,2,256,43,8.6,33,64,22,4.4,19,4,4,3,8,35,NO
4.1.0,0,0,54,0,0,0,0,0,0,0,1,0,2,2,21,NO
4.1.0,0,0,38,0,0,0,0,0,0,0,1,0,1,1,18,NO
4.1.0,0,0,98,0,0,0,0,0,0,0,3,0,0,3,37,NO
4.1.0,0,0,39,0,0,0,0,0,0,0,2,0,0,2,15,NO
4.1.0,0,0,69,0,0,0,0,0,0,0,3,0,3,3,29,NO
4.1.0,0,0,94,0,0,0,0,0,0,0,3,0,1,3,41,NO
4.1.0,0,0,72,0,0,0,0,0,0,0,3,0,0,3,32,NO
4.1.0,0,0,42,0,0,0,0,0,0,0,3,0,0,3,31,NO
4.1.0,0,0,48,0,0,0,0,0,0,0,1,0,0,1,33,NO
4.1.0,0,0,63,0,0,0,0,0,0,0,2,0,0,2,43,NO
4.1.0,3,2,318,86,28.666666,47,91,81,27,47,13,0,0,13,241,NO
4.1.0,1,1,136,3,3,3,3,3,3,3,4,0,0,4,21,NO
4.1.0,1,1,141,4,4,4,4,4,4,4,3,0,0,3,22,NO
4.1.0,1,1,190,15,15,15,17,13,13,13,10,2,1,12,28,NO
4.1.0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,16,NO
4.1.0,1,1,165,59,59,59,81,37,37,37,4,0,2,5,22,NO
4.1.0,1,1,162,13,13,13,13,13,13,13,13,0,0,14,67,NO
4.1.0,0,0,58,0,0,0,0,0,0,0,1,0,0,1,26,NO
4.1.0,1,1,148,9,9,9,19,1,1,1,2,0,0,2,53,NO
4.1.0,0,0,74,0,0,0,0,0,0,0,5,0,0,5,20,NO
4.1.0,1,1,36,0,0,0,0,0,0,0,0,0,0,0,19,NO
4.1.0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,20,NO
4.1.0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,21,NO
4.1.0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,21,NO
4.1.0,0,0,96,0,0,0,0,0,0,0,3,0,0,3,34,NO
4.1.0,0,0,88,0,0,0,0,0,0,0,4,0,0,4,34,NO
4.1.0,0,0,71,0,0,0,0,0,0,0,1,0,0,1,24,NO
4.1.0,1,1,114,14,14,14,28,0,0,0,3,1,0,4,40,NO
4.1.0,1,1,342,42,42,42,78,6,6,6,5,0,0,7,144,NO
4.1.0,0,0,84,0,0,0,0,0,0,0,1,0,0,1,28,NO
4.1.0,0,0,58,0,0,0,0,0,0,0,1,0,0,1,18,NO
4.1.0,1,1,129,7,7,7,8,6,6,6,1,0,0,1,47,NO
4.1.0,1,1,363,5,5,5,16,6,6,6,16,1,4,19,138,NO
4.1.0,1,1,242,12,12,12,13,11,11,11,3,0,0,5,86,NO
4.1.0,4,1,682,120,30,38,144,96,24,37,24,4,0,33,178,NO
4.1.0,1,1,366,1,1,1,2,0,0,0,9,0,0,9,128,NO
4.1.0,1,1,103,5,5,5,6,4,4,4,1,0,0,1,36,NO
4.1.0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,16,NO
4.1.0,0,0,66,0,0,0,0,0,0,0,5,0,0,7,18,NO
4.1.0,1,1,63,9,9,9,9,9,9,9,3,0,0,3,28,NO
4.1.0,0,0,47,0,0,0,0,0,0,0,2,0,0,2,31,NO
4.1.0,0,0,183,0,0,0,0,0,0,0,15,1,7,16,59,NO
4.1.0,0,0,49,0,0,0,0,0,0,0,2,0,2,2,15,NO
4.1.0,0,0,50,0,0,0,0,0,0,0,2,0,0,2,15,NO
4.1.0,0,0,98,0,0,0,0,0,0,0,4,0,2,5,15,NO
4.1.0,1,1,143,5,5,5,5,5,5,5,10,0,1,10,46,NO
4.1.0,0,0,43,0,0,0,0,0,0,0,3,0,2,3,15,NO
4.1.0,0,0,42,0,0,0,0,0,0,0,2,0,0,2,15,NO
4.1.0,1,1,56,3,3,3,6,0,0,0,3,0,3,3,19,NO
4.1.0,0,0,162,0,0,0,0,0,0,0,4,0,1,4,25,NO
4.1.0,1,1,6523,6504,6504,6504,12852,156,156,156,469,30,70,499,158,NO
4.1.0,0,0,153,0,0,0,0,0,0,0,6,0,6,6,30,NO
4.1.0,1,1,43,1,1,1,2,0,0,0,2,0,2,2,18,NO
4.1.0,0,0,41,0,0,0,0,0,0,0,2,0,2,2,19,NO
4.1.0,3,2,400,10,3.333333,7,17,3,1,3,12,2,0,14,138,NO
4.1.0,2,1,425,4,2,4,7,1,0.5,1,5,1,3,7,50,NO
4.1.0,2,1,1041,28,14,28,44,12,6,12,30,2,2,39,58,NO
4.1.0,1,1,92,0,0,0,0,0,0,0,1,2,0,3,20,NO
4.1.0,2,1,355,0,0,0,2,2,1,2,1,0,0,7,56,NO
4.1.0,0,0,105,0,0,0,0,0,0,0,3,0,0,5,17,NO
4.1.0,0,0,105,0,0,0,0,0,0,0,3,0,1,3,15,NO
4.1.0,0,0,92,0,0,0,0,0,0,0,3,0,1,3,15,NO
4.1.0,0,0,101,0,0,0,0,0,0,0,3,0,1,3,18,NO
4.1.0,0,0,45,0,0,0,0,0,0,0,1,0,1,1,17,NO
4.1.0,2,1,299,12,6,8,14,10,5,8,34,0,0,38,54,NO
4.1.0,1,1,32,1,1,1,2,0,0,0,1,0,0,1,15,NO
4.1.0,0,0,111,0,0,0,0,0,0,0,5,0,0,7,18,NO
4.1.0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,17,NO
4.1.0,1,1,85,4,4,4,4,4,4,4,6,0,0,6,16,NO
4.1.0,0,0,27,0,0,0,0,0,0,0,3,0,0,3,15,NO
4.1.0,0,0,28,0,0,0,0,0,0,0,2,0,0,2,15,NO
